0,0.062467,1.1343,79.825,97.308,97.36,97.36,97.36,97.36,97.36,97.36,98.46
-0.01,-0.76167,-0.69904,2.7047,67.697,101.92,102.84,102.86,102.86,102.86,102.86,99.41
0.03,-0.2553,-0.25523,-0.18976,39.406,99.947,100.1,100.1,100.1,100.1,100.1,100.62
0.05,0.1924,0.1924,0.1924,0.1924,0.1924,0.19241,0.19776,5.2768,95.95,97.688,100.23
0.08,-0.57769,-0.57747,-0.56948,-0.28021,9.192,78.833,98.232,98.901,98.919,98.92,100.74
-0.03,0.1879,0.1879,0.18791,0.18852,0.23524,3.6591,74.655,102.14,102.64,102.65,98.3
0.07,-0.5038,-0.5038,-0.5038,-0.50379,-0.50132,0.20678,67.361,100.44,100.61,100.61,98.46
0,0.2353,0.23561,0.30431,13.612,96.732,99.487,99.5,99.5,99.5,99.5,100.24
